transfers_out,﻿yellow_cards,﻿code,﻿goals_conceded,﻿photo,﻿saves,﻿influence,﻿ep_this,﻿squad_number,﻿news_added,﻿goals_scored,﻿loans_in,﻿web_name,﻿value_season,﻿in_dreamteam,﻿team_code,﻿id,﻿special,﻿first_name,﻿transfers_out_event,﻿chance_of_playing_next_round,﻿cost_change_start,﻿cost_change_event_fall,﻿creativity,﻿cost_change_start_fall,﻿bonus,﻿ict_index,﻿total_points,﻿penalties_missed,﻿transfers_in,﻿status,﻿form,﻿own_goals,﻿loaned_in,﻿now_cost,﻿points_per_game,﻿clean_sheets,﻿assists,﻿selected_by_percent,﻿value_form,﻿loans_out,﻿news,﻿ea_index,﻿penalties_saved,﻿dreamteam_count,﻿event_points,﻿red_cards,﻿loaned_out,﻿transfers_in_event,﻿bps,﻿element_type,﻿ep_next,﻿threat,﻿team,﻿chance_of_playing_this_round,﻿minutes,﻿second_name,﻿cost_change_event
8819,1,42748,13,﻿42748.jpg,0,﻿163.8,﻿2.7,3,﻿2017-11-28T19:31:19Z,0,0,﻿Bong,﻿7.5,False,36,59,False,﻿Gaëtan,711,100,-1,0,﻿21.2,1,3,﻿18.8,33,0,9859,﻿a,﻿2.7,0,0,44,﻿3.3,4,0,﻿0.2,﻿0.6,0,﻿,0,0,1,0,0,0,425,194,2,﻿2.7,﻿3.0,3,100,900,﻿Bong,0
202029,0,15137,3,﻿15137.jpg,0,﻿28.8,﻿0.0,23,,0,0,﻿Rosenior,﻿0.8,False,36,60,False,﻿Liam,7201,,-1,0,﻿4.7,1,0,﻿3.6,3,0,233583,﻿a,﻿0.0,0,0,39,﻿1.0,0,0,﻿3.6,﻿0.0,0,﻿,0,0,0,0,0,0,4607,22,2,﻿0.0,﻿2.0,3,,163,﻿Rosenior,0
60436,0,85128,0,﻿85128.jpg,0,﻿32.0,﻿1.0,18,,0,0,﻿Goldson,﻿1.5,False,36,61,False,﻿Connor,7342,,-1,0,﻿0.3,1,0,﻿8.7,6,0,118167,﻿a,﻿1.0,0,0,39,﻿6.0,1,0,﻿2.1,﻿0.3,0,﻿,0,0,0,0,0,0,18942,23,2,﻿1.0,﻿55.0,3,,90,﻿Goldson,0
108932,4,83543,15,﻿83543.jpg,0,﻿278.4,﻿2.8,11,﻿2017-07-15T08:01:12Z,2,0,﻿Knockaert,﻿10.7,False,36,62,False,﻿Anthony,1180,100,-4,0,﻿390.5,4,5,﻿102.3,60,0,44467,﻿a,﻿2.8,0,0,56,﻿2.9,8,1,﻿0.6,﻿0.5,0,﻿,0,0,0,7,0,0,1912,256,3,﻿2.8,﻿354.0,3,100,1516,﻿Knockaert,0
121751,2,40845,27,﻿40845.jpg,0,﻿365.8,﻿2.2,6,,0,0,﻿Stephens,﻿11.8,False,36,63,False,﻿Dale,5209,,0,0,﻿150.6,0,0,﻿63.8,53,0,157563,﻿a,﻿2.2,0,0,45,﻿2.4,8,1,﻿1.4,﻿0.5,0,﻿,0,0,0,2,0,0,3492,340,3,﻿2.2,﻿120.0,3,,1980,﻿Stephens,0
5339,0,38490,3,﻿38490.jpg,0,﻿28.8,﻿0.8,7,﻿2017-08-09T13:31:13Z,0,0,﻿Kayal,﻿1.1,False,36,64,False,﻿Beram,96,100,-1,0,﻿20.9,1,0,﻿5.8,5,0,2383,﻿a,﻿0.8,0,0,44,﻿1.7,0,0,﻿0.1,﻿0.2,0,﻿,0,0,0,0,0,0,58,17,3,﻿0.8,﻿8.0,3,100,156,﻿Kayal,0
21912,0,11735,0,﻿11735.jpg,0,﻿0.0,﻿0.0,14,﻿2017-09-07T14:31:14Z,0,0,﻿Sidwell,﻿0.0,False,36,65,False,﻿Steve,257,0,-2,0,﻿0.0,2,0,﻿0.0,0,0,2695,﻿i,﻿0.0,0,0,43,﻿0.0,0,0,﻿0.2,﻿0.0,0,﻿Back injury - Unknown return date,0,0,0,0,0,0,49,0,3,﻿0.0,﻿0.0,3,0,0,﻿Sidwell,0
42766,2,109345,15,﻿109345.jpg,0,﻿229.2,﻿1.8,20,,1,0,﻿March,﻿9.4,False,36,66,False,﻿Solomon,550,,-1,0,﻿204.4,1,0,﻿60.6,46,0,43877,﻿a,﻿1.8,0,0,49,﻿2.2,6,1,﻿0.2,﻿0.4,0,﻿,0,0,0,0,0,0,78,183,3,﻿1.8,﻿170.0,3,,1269,﻿March,0
1914,0,88170,0,﻿88170.jpg,0,﻿0.0,﻿0.0,8,,0,0,﻿Skalak,﻿0.0,False,36,67,False,﻿Jiri,36,,-3,0,﻿0.0,3,0,﻿0.0,0,0,562,﻿a,﻿0.0,0,0,47,﻿0.0,0,0,﻿0.0,﻿0.0,0,﻿,0,0,0,0,0,0,4,0,3,﻿0.0,﻿0.0,3,,0,﻿Skalak,0
467,0,79934,0,﻿79934.jpg,0,﻿0.0,﻿0.0,21,﻿2017-07-26T09:21:59Z,0,0,﻿Norwood,﻿0.0,False,36,68,False,﻿Oliver,7,0,0,0,﻿0.0,0,0,﻿0.0,0,0,102,﻿u,﻿0.0,0,0,45,﻿0.0,0,0,﻿0.0,﻿0.0,0,﻿Season-long loan to Fulham,0,0,0,0,0,0,2,0,3,﻿0.0,﻿0.0,3,0,0,﻿Norwood,0
4215,0,2513,4,﻿2513.jpg,0,﻿11.8,﻿0.0,15,,0,0,﻿Murphy,﻿1.3,False,36,69,False,﻿Jamie,90,,-3,0,﻿15.5,3,0,﻿5.1,6,0,1802,﻿a,﻿0.0,0,0,47,﻿1.5,0,0,﻿0.0,﻿0.0,0,﻿,0,0,0,0,0,0,62,25,3,﻿0.0,﻿24.0,3,,166,﻿Murphy,0
1035337,1,60307,24,﻿60307.jpg,0,﻿426.4,﻿3.5,13,,4,0,﻿Groß,﻿17.1,False,36,70,False,﻿Pascal,69007,,4,0,﻿766.9,-4,17,﻿140.3,101,0,1859313,﻿a,﻿3.5,0,0,59,﻿4.6,8,5,﻿17.5,﻿0.6,0,﻿,0,0,1,2,0,0,57046,382,3,﻿3.5,﻿209.0,3,,1685,﻿Groß,0
292354,5,20529,18,﻿20529.jpg,0,﻿243.8,﻿2.2,17,﻿2017-10-01T11:01:15Z,6,0,﻿Murray,﻿10.4,False,36,71,False,﻿Glenn,10699,100,-3,0,﻿87.1,3,9,﻿72.0,59,1,376318,﻿a,﻿2.2,0,0,57,﻿3.0,6,0,﻿2.4,﻿0.4,0,﻿,0,0,1,8,0,0,25405,162,4,﻿2.2,﻿396.0,3,100,1143,﻿Murray,0
229029,0,38499,6,﻿38499.jpg,0,﻿147.8,﻿1.8,10,﻿2017-09-27T15:01:14Z,2,0,﻿Hemed,﻿8.5,False,36,72,False,﻿Tomer,6523,100,-2,0,﻿53.1,2,5,﻿40.0,41,0,266900,﻿a,﻿1.8,0,0,48,﻿2.7,3,2,﻿1.3,﻿0.4,0,﻿,0,0,0,0,0,0,4740,110,4,﻿1.8,﻿202.0,3,100,775,﻿Hemed,0
2061,0,28462,0,﻿28462.jpg,0,﻿0.0,﻿0.0,9,﻿2017-07-20T08:31:12Z,0,0,﻿Baldock,﻿0.0,False,36,73,False,﻿Sam,121,100,-1,0,﻿0.0,1,0,﻿0.0,0,0,1574,﻿a,﻿0.0,0,0,49,﻿0.0,0,0,﻿0.0,﻿0.0,0,﻿,0,0,0,0,0,0,134,0,4,﻿0.0,﻿0.0,3,100,0,﻿Baldock,0
355440,0,21205,4,﻿21205.jpg,8,﻿53.4,﻿0.0,1,﻿2017-09-10T13:31:14Z,0,0,﻿Heaton,﻿1.7,False,90,74,False,﻿Tom,1924,0,-3,0,﻿0.0,3,0,﻿5.3,8,0,18520,﻿i,﻿0.0,0,0,47,﻿2.0,0,0,﻿1.6,﻿0.0,0,﻿Shoulder Dislocation - Unknown return date,0,0,0,0,0,0,66,48,1,﻿0.0,﻿0.0,4,0,305,﻿Heaton,0
356,0,1801,0,﻿1801.jpg,0,﻿0.0,﻿0.0,17,﻿2017-07-19T07:46:48Z,0,0,﻿Robinson,﻿0.0,False,90,75,False,﻿Paul,10,0,0,0,﻿0.0,0,0,﻿0.0,0,0,77,﻿u,﻿0.0,0,0,45,﻿0.0,0,0,﻿0.0,﻿0.0,0,﻿Retired,0,0,0,0,0,0,8,0,1,﻿0.0,﻿0.0,4,0,0,﻿Robinson,0
230702,0,68983,10,﻿68983.jpg,0,﻿263.0,﻿-0.5,2,﻿2017-11-28T13:31:14Z,0,0,﻿Lowton,﻿12.0,False,90,76,False,﻿Matthew,10245,100,-1,1,﻿101.9,1,2,﻿38.9,53,0,275517,﻿a,﻿0.0,0,0,44,﻿4.1,6,1,﻿2.0,﻿0.0,0,﻿,0,0,0,0,0,0,4046,234,2,﻿0.5,﻿22.0,4,100,1170,﻿Lowton,-1
622780,3,51927,19,﻿51927.jpg,0,﻿547.0,﻿1.8,6,﻿2017-12-07T14:31:15Z,0,0,﻿Mee,﻿14.3,False,90,77,False,﻿Ben,31692,100,4,0,﻿60.3,-4,6,﻿81.3,70,0,966641,﻿a,﻿2.3,0,0,49,﻿3.5,8,0,﻿15.7,﻿0.5,0,﻿,0,0,1,1,0,0,55831,356,2,﻿2.8,﻿205.0,4,100,1800,﻿Mee,0
1196985,1,40616,12,﻿40616.jpg,0,﻿311.0,﻿-0.1,23,﻿2017-12-12T21:01:14Z,1,0,﻿Ward,﻿15.8,False,90,78,False,﻿Stephen,63423,50,3,0,﻿160.9,-3,9,﻿51.5,76,0,1481170,﻿d,﻿0.2,0,0,48,﻿4.5,7,1,﻿9.6,﻿0.0,0,﻿Knee injury - 50% chance of playing,0,0,1,0,0,0,5396,318,2,﻿0.3,﻿42.0,4,25,1470,﻿Ward,0
286463,3,17761,14,﻿17761.jpg,0,﻿516.4,﻿1.7,5,﻿2017-12-21T12:01:15Z,0,0,﻿Tarkowski,﻿14.7,False,90,79,False,﻿James,16022,100,2,0,﻿39.1,-2,1,﻿70.1,69,0,521067,﻿a,﻿2.2,0,0,47,﻿3.6,9,0,﻿4.7,﻿0.5,0,﻿,0,0,0,1,0,0,67140,332,2,﻿2.7,﻿142.0,4,100,1710,﻿Tarkowski,0
190268,0,41674,5,﻿41674.jpg,0,﻿151.2,﻿2.8,28,,0,0,﻿Long,﻿6.6,False,90,80,False,﻿Kevin,24072,,1,0,﻿11.1,-1,4,﻿18.7,27,0,394440,﻿a,﻿3.3,0,0,41,﻿5.4,3,1,﻿6.9,﻿0.8,0,﻿,0,0,0,0,0,0,32404,117,2,﻿3.8,﻿25.0,4,,450,﻿Long,0
15532,2,103914,7,﻿103914.jpg,0,﻿84.0,﻿1.8,3,,0,0,﻿Taylor,﻿3.3,False,90,81,False,﻿Charlie,1438,,-3,0,﻿38.9,3,0,﻿12.7,14,0,16181,﻿a,﻿2.3,0,0,42,﻿2.3,2,0,﻿0.3,﻿0.5,0,﻿,0,0,0,1,0,0,4026,79,2,﻿2.8,﻿4.0,4,,499,﻿Taylor,0
29681,3,39158,13,﻿39158.jpg,0,﻿207.6,﻿3.0,37,﻿2018-01-04T15:31:21Z,2,0,﻿Arfield,﻿10.6,False,90,82,False,﻿Scott,4243,75,-1,0,﻿112.7,1,6,﻿56.6,52,0,47007,﻿d,﻿3.5,0,0,49,﻿3.5,6,2,﻿0.4,﻿0.7,0,﻿Hamstring injury - 75% chance of playing,0,0,2,2,0,0,4399,159,3,﻿3.0,﻿244.0,4,,1175,﻿Arfield,0
1085,0,15982,0,﻿15982.jpg,0,﻿0.0,﻿-0.5,8,﻿2017-12-26T14:01:17Z,0,0,﻿Marney,﻿0.0,False,90,83,False,﻿Dean,42,100,-1,0,﻿0.0,1,0,﻿0.0,0,0,671,﻿a,﻿0.0,0,0,44,﻿0.0,0,0,﻿0.0,﻿0.0,0,﻿,0,0,0,0,0,0,52,0,3,﻿0.5,﻿0.0,4,100,0,﻿Marney,0
22237,2,60586,16,﻿60586.jpg,0,﻿339.6,﻿2.8,17,,1,0,﻿Gudmundsson,﻿12.8,False,90,84,False,﻿Johann Berg,3804,,0,0,﻿489.5,0,1,﻿110.0,64,0,46793,﻿a,﻿3.3,0,0,50,﻿3.0,8,5,﻿0.6,﻿0.7,0,﻿,0,0,0,8,0,0,15280,261,3,﻿3.8,﻿269.0,4,,1604,﻿Gudmundsson,0
26030,4,39847,15,﻿39847.jpg,0,﻿316.0,﻿2.7,16,﻿2017-12-02T14:01:15Z,1,0,﻿Defour,﻿11.1,False,90,85,False,﻿Steven,1132,100,-1,0,﻿253.0,1,0,﻿68.6,60,0,25211,﻿a,﻿3.2,0,0,54,﻿2.7,12,1,﻿0.4,﻿0.6,0,﻿,0,0,0,2,0,0,1384,319,3,﻿3.7,﻿115.0,4,100,1818,﻿Defour,0
19672,0,83314,13,﻿83314.jpg,0,﻿185.0,﻿2.0,13,﻿2017-08-25T12:01:13Z,2,0,﻿Hendrick,﻿10.7,False,90,86,False,﻿Jeff,614,100,-1,0,﻿244.4,1,1,﻿65.2,58,0,21510,﻿a,﻿2.5,0,0,54,﻿3.1,8,1,﻿0.2,﻿0.5,0,﻿,0,0,0,2,0,0,263,186,3,﻿3.0,﻿222.0,4,100,1474,﻿Hendrick,0
207675,3,90517,12,﻿90517.jpg,0,﻿273.8,﻿0.0,12,﻿2017-12-02T17:01:15Z,1,0,﻿Brady,﻿10.4,False,90,87,False,﻿Robbie,1429,0,-1,0,﻿477.9,1,7,﻿97.3,56,0,198800,﻿i,﻿0.0,0,0,54,﻿3.7,6,4,﻿0.5,﻿0.0,0,﻿Knee injury - Unknown return date,0,0,1,0,0,0,35,216,3,﻿0.0,﻿221.0,4,0,1277,﻿Brady,0
7389,0,60551,1,﻿60551.jpg,0,﻿10.8,﻿-0.5,18,,0,0,﻿Westwood,﻿1.6,False,90,88,False,﻿Ashley,238,,-2,0,﻿11.2,2,0,﻿2.1,7,0,5959,﻿a,﻿0.0,0,0,43,﻿1.0,0,0,﻿0.1,﻿0.0,0,﻿,0,0,0,0,0,0,141,26,3,﻿0.5,﻿0.0,4,,56,﻿Westwood,0
30409,0,12813,2,﻿12813.jpg,0,﻿1.2,﻿-0.3,19,﻿2017-12-23T17:01:17Z,0,0,﻿Walters,﻿0.6,False,90,89,False,﻿Jonathan,50,100,-4,0,﻿0.7,4,0,﻿1.1,3,0,1557,﻿a,﻿0.2,0,0,51,﻿1.0,0,0,﻿0.1,﻿0.0,0,﻿,0,0,0,0,0,0,32,3,3,﻿0.7,﻿12.0,4,100,36,﻿Walters,0
278798,5,40145,19,﻿40145.jpg,0,﻿373.6,﻿1.8,4,,1,0,﻿Cork,﻿13.0,False,90,90,False,﻿Jack,12540,,1,0,﻿157.5,-1,3,﻿68.7,60,0,402028,﻿a,﻿2.3,0,0,46,﻿2.7,10,1,﻿3.5,﻿0.5,0,﻿,0,0,0,2,0,0,5898,311,3,﻿2.8,﻿154.0,4,,1980,﻿Cork,0
433819,2,40399,7,﻿40399.jpg,0,﻿137.0,﻿0.8,9,﻿2017-10-30T20:01:15Z,3,0,﻿Vokes,﻿6.7,False,90,91,False,﻿Sam,2571,100,-3,0,﻿59.2,3,6,﻿43.0,38,0,324839,﻿a,﻿1.3,0,0,57,﻿2.4,1,1,﻿2.0,﻿0.2,0,﻿,0,0,1,4,0,0,2498,118,4,﻿1.8,﻿236.0,4,100,494,﻿Vokes,0
240080,1,73426,22,﻿73426.jpg,0,﻿164.8,﻿0.5,18,,3,0,﻿Gray,﻿8.9,False,57,92,False,﻿Andre,6454,,-2,0,﻿180.2,2,3,﻿73.3,56,0,212269,﻿a,﻿2.0,0,0,63,﻿2.7,5,3,﻿1.7,﻿0.3,0,﻿,0,0,0,7,0,0,12459,156,4,﻿2.0,﻿404.0,18,,1120,﻿Gray,0
64097,4,44699,9,﻿44699.jpg,0,﻿143.2,﻿2.2,10,,3,0,﻿Barnes,﻿7.3,False,90,93,False,﻿Ashley,4985,,-3,0,﻿128.2,3,2,﻿62.5,38,0,67999,﻿a,﻿2.7,0,0,52,﻿1.8,3,0,﻿0.9,﻿0.5,0,﻿,0,0,0,2,0,0,9601,127,4,﻿3.2,﻿361.0,4,,896,﻿Barnes,0
577708,1,60772,16,﻿60772.jpg,45,﻿329.6,﻿4.5,13,,0,0,﻿Courtois,﻿16.9,False,8,94,False,﻿Thibaut,20022,,0,0,﻿0.0,0,2,﻿33.1,93,0,398443,﻿a,﻿4.5,0,0,55,﻿4.2,11,0,﻿13.4,﻿0.8,0,﻿,0,0,0,1,0,0,19346,406,1,﻿5.0,﻿0.0,5,,1980,﻿Courtois,0
3085,0,41251,0,﻿41251.jpg,0,﻿0.0,﻿0.0,37,,0,0,﻿Eduardo,﻿0.0,False,8,95,False,﻿Eduardo,58,,-3,1,﻿0.0,3,0,﻿0.0,0,0,884,﻿a,﻿0.0,0,0,47,﻿0.0,0,0,﻿0.1,﻿0.0,0,﻿,0,0,0,0,0,0,32,0,1,﻿0.5,﻿0.0,5,,0,﻿dos Reis Carvalho,-1
4213,0,20310,0,﻿20310.jpg,0,﻿0.0,﻿0.0,1,,0,0,﻿Caballero,﻿0.0,False,8,96,False,﻿Willy,69,,-2,0,﻿0.0,2,0,﻿0.0,0,0,752,﻿a,﻿0.0,0,0,48,﻿0.0,0,0,﻿0.1,﻿0.0,0,﻿,0,0,0,0,0,0,27,0,1,﻿0.5,﻿0.0,5,,0,﻿Caballero,0
663138,1,41328,16,﻿41328.jpg,0,﻿581.4,﻿5.7,28,,1,0,﻿Azpilicueta,﻿16.3,True,8,97,False,﻿César,40786,,5,0,﻿305.1,-5,15,﻿97.7,114,0,1192649,﻿a,﻿5.7,1,0,70,﻿5.4,10,6,﻿23.0,﻿0.8,0,﻿,0,0,3,1,0,0,40274,549,2,﻿6.2,﻿88.0,5,,1890,﻿Azpilicueta,0
564687,0,19419,12,﻿19419.jpg,0,﻿278.2,﻿3.3,24,﻿2017-08-12T15:01:13Z,0,0,﻿Cahill,﻿8.4,False,8,98,False,﻿Gary,4206,100,-3,0,﻿47.3,3,2,﻿39.1,52,0,77266,﻿a,﻿3.3,0,0,62,﻿3.3,7,0,﻿3.1,﻿0.5,0,﻿,0,0,0,1,1,0,3458,280,2,﻿3.8,﻿64.0,5,100,1224,﻿Cahill,0
137437,1,103192,34,﻿103192.jpg,0,﻿497.0,﻿1.8,6,﻿2017-12-26T15:31:17Z,1,0,﻿Zouma,﻿8.7,False,110,99,False,﻿Kurt,1832,100,-1,0,﻿56.7,1,4,﻿74.1,47,0,69228,﻿a,﻿1.8,0,0,54,﻿2.5,3,0,﻿1.9,﻿0.3,0,﻿,0,0,0,2,0,0,597,325,2,﻿0.3,﻿185.0,15,100,1685,﻿Zouma,0
924790,5,82263,16,﻿82263.jpg,0,﻿526.6,﻿8.8,3,,6,0,﻿Alonso,﻿17.1,True,8,100,False,﻿Marcos,20665,,3,-1,﻿368.1,-3,11,﻿147.0,123,0,1320373,﻿a,﻿8.8,0,0,73,﻿5.6,10,1,﻿24.5,﻿1.2,0,﻿,0,0,4,7,0,0,115264,464,2,﻿9.3,﻿574.0,5,,1889,﻿Alonso,1
1165931,2,41270,9,﻿41270.jpg,0,﻿185.6,﻿0.0,30,﻿2017-11-28T14:01:14Z,1,0,﻿David Luiz,﻿5.1,False,8,101,False,﻿David,5610,100,-3,0,﻿21.2,3,0,﻿26.3,29,0,321266,﻿a,﻿0.0,0,0,57,﻿3.6,3,1,﻿7.9,﻿0.0,0,﻿,0,0,0,0,1,0,679,165,2,﻿0.5,﻿57.0,5,25,716,﻿Luiz Moreira Marinho,0
77010,1,49013,5,﻿49013.jpg,0,﻿153.6,﻿3.8,15,﻿2017-10-14T16:31:15Z,0,0,﻿Moses,﻿8.8,False,8,102,False,﻿Victor,5893,100,-1,0,﻿163.4,1,2,﻿54.5,56,0,83098,﻿a,﻿3.8,0,0,64,﻿3.7,6,2,﻿1.2,﻿0.6,0,﻿,0,0,1,1,0,0,3242,215,2,﻿4.3,﻿228.0,5,100,1062,﻿Moses,0
149198,3,102380,10,﻿102380.jpg,0,﻿359.6,﻿4.7,2,,2,0,﻿Rüdiger,﻿12.9,False,8,103,False,﻿Antonio,17029,,-2,0,﻿54.6,2,8,﻿51.6,75,0,172463,﻿a,﻿4.7,0,0,58,﻿5.0,7,1,﻿3.2,﻿0.8,0,﻿,0,0,2,0,0,0,23259,346,2,﻿5.2,﻿101.0,5,,1284,﻿Rüdiger,0
835183,1,42786,9,﻿42786.jpg,0,﻿456.8,﻿4.2,10,﻿2018-01-05T15:01:18Z,6,0,﻿Hazard,﻿8.9,False,8,104,False,﻿Eden,50215,100,2,0,﻿509.9,-2,15,﻿158.9,95,0,1116307,﻿a,﻿4.2,0,0,107,﻿5.3,7,4,﻿8.1,﻿0.4,0,﻿,0,0,3,10,0,0,25449,342,3,﻿4.7,﻿619.0,5,100,1191,﻿Hazard,0
649095,2,17878,12,﻿17878.jpg,0,﻿432.2,﻿1.7,4,﻿2017-08-12T16:01:32Z,1,0,﻿Fàbregas,﻿8.4,False,8,105,False,﻿Cesc,7694,100,-2,0,﻿900.4,2,4,﻿162.1,57,0,391590,﻿a,﻿1.7,0,0,68,﻿3.0,7,4,﻿3.4,﻿0.3,0,﻿,0,0,1,1,1,0,3015,339,3,﻿2.2,﻿288.0,5,100,1345,﻿Fàbregas,0
1176208,0,47431,8,﻿47431.jpg,0,﻿350.4,﻿6.8,22,,3,0,﻿Willian,﻿12.1,False,8,106,False,﻿Willian,33913,,-3,0,﻿526.7,3,7,﻿126.4,81,0,731882,﻿a,﻿6.8,0,0,67,﻿3.7,8,6,﻿8.2,﻿1.0,0,﻿,0,0,2,1,0,0,49823,310,3,﻿7.3,﻿387.0,5,,1076,﻿Borges Da Silva,0
983084,3,62398,14,﻿62398.jpg,0,﻿385.2,﻿3.0,31,﻿2017-12-04T15:01:15Z,0,0,﻿Matic,﻿11.5,False,1,107,False,﻿Nemanja,15162,100,-2,0,﻿227.9,2,0,﻿72.0,55,0,539345,﻿a,﻿2.0,0,0,48,﻿2.5,12,1,﻿8.8,﻿0.4,0,﻿,0,0,0,3,0,0,8360,334,3,﻿3.5,﻿106.0,12,100,1943,﻿Matic,0
648501,0,126187,24,﻿126187.jpg,0,﻿259.2,﻿2.1,8,﻿2017-12-31T20:01:17Z,1,0,﻿Loftus-Cheek,﻿11.5,False,31,108,False,﻿Ruben,42328,75,1,0,﻿293.1,-1,2,﻿91.7,53,0,496519,﻿d,﻿2.8,0,0,46,﻿3.3,3,4,﻿6.8,﻿0.6,0,﻿Knock - 75% chance of playing,0,0,0,0,0,0,4218,236,3,﻿1.7,﻿363.0,6,75,1329,﻿Loftus-Cheek,0
289687,1,49579,5,﻿49579.jpg,0,﻿256.0,﻿3.3,11,﻿2017-09-26T19:01:13Z,4,0,﻿Pedro,﻿7.9,False,8,109,False,﻿Pedro,3347,100,-3,0,﻿251.1,3,2,﻿85.2,61,0,189457,﻿a,﻿3.3,0,0,77,﻿3.6,7,2,﻿1.2,﻿0.4,0,﻿,0,0,1,0,0,0,2693,183,3,﻿3.8,﻿345.0,5,100,940,﻿Rodríguez Ledesma,0
2846,0,167767,0,﻿167767.jpg,0,﻿0.0,﻿0.0,16,﻿2017-11-24T17:01:14Z,0,0,﻿Kenedy,﻿0.0,False,8,110,False,﻿Robert Kenedy,47,100,-3,0,﻿0.0,3,0,﻿0.0,0,0,1062,﻿a,﻿0.0,0,0,47,﻿0.0,0,0,﻿0.0,﻿0.0,0,﻿,0,0,0,0,0,0,33,0,3,﻿0.5,﻿0.0,5,100,0,﻿Nunes do Nascimento,0
1014494,1,116594,11,﻿116594.jpg,0,﻿404.2,﻿2.8,7,﻿2017-11-05T15:31:17Z,1,0,﻿Kanté,﻿12.7,False,8,111,False,﻿N'Golo,20622,100,-1,0,﻿416.9,1,6,﻿96.1,62,0,672038,﻿a,﻿2.8,0,0,49,﻿3.3,11,1,﻿11.9,﻿0.6,0,﻿,0,0,0,2,0,0,16828,383,3,﻿3.3,﻿138.0,5,100,1644,﻿Kanté,0
195961,1,89085,7,﻿89085.jpg,0,﻿77.4,﻿0.0,14,﻿2017-09-23T14:01:15Z,0,0,﻿Chalobah,﻿2.8,False,57,112,False,﻿Nathaniel,1733,0,-2,0,﻿26.0,2,0,﻿19.6,12,0,125820,﻿i,﻿0.0,0,0,43,﻿2.4,3,0,﻿0.7,﻿0.0,0,﻿Knee injury - Unknown return date,0,0,0,0,0,0,64,37,3,﻿0.0,﻿93.0,18,0,429,﻿Chalobah,0
166616,0,94245,7,﻿94245.jpg,0,﻿75.0,﻿0.7,23,﻿2017-12-02T12:31:15Z,2,0,﻿Batshuayi,﻿2.5,False,8,113,False,﻿Michy,765,100,-4,0,﻿24.3,4,3,﻿17.8,20,0,108938,﻿a,﻿0.7,1,0,81,﻿1.8,0,0,﻿0.6,﻿0.1,0,﻿,0,0,1,0,0,0,654,64,4,﻿1.2,﻿83.0,5,100,261,﻿Batshuayi,0
65855,0,18507,0,﻿18507.jpg,0,﻿0.0,﻿0.0,19,﻿2017-09-28T06:38:58Z,0,0,﻿Costa,﻿0.0,False,8,114,False,﻿Diego,159,0,-5,0,﻿0.0,5,0,﻿0.0,0,0,2389,﻿u,﻿0.0,0,0,95,﻿0.0,0,0,﻿0.3,﻿0.0,0,﻿Transferred to Atletico Madrid,0,0,0,0,0,0,17,0,4,﻿0.0,﻿0.0,5,0,0,﻿Da Silva Costa,0
78845,0,20066,19,﻿20066.jpg,40,﻿274.8,﻿1.5,13,﻿2017-12-02T16:31:15Z,0,0,﻿Hennessey,﻿9.1,False,31,115,False,﻿Wayne,1951,100,-2,0,﻿10.0,2,5,﻿28.5,39,0,49211,﻿a,﻿1.5,0,0,43,﻿3.5,2,0,﻿1.0,﻿0.3,0,﻿,0,0,0,2,0,0,4272,211,1,﻿1.0,﻿0.0,6,100,990,﻿Hennessey,0
109465,0,11554,14,﻿11554.jpg,30,﻿213.6,﻿2.2,1,,0,0,﻿Speroni,﻿8.8,False,31,116,False,﻿Julian,10919,,1,0,﻿0.0,-1,3,﻿21.3,36,0,276656,﻿a,﻿2.2,0,0,41,﻿3.3,2,0,﻿5.5,﻿0.5,0,﻿,0,0,1,0,0,0,11306,175,1,﻿1.7,﻿0.0,6,,990,﻿Speroni,0
68669,2,49413,13,﻿49413.jpg,0,﻿249.4,﻿4.3,5,﻿2017-12-09T14:01:16Z,1,0,﻿Tomkins,﻿8.8,False,31,117,False,﻿James,5175,100,-2,0,﻿7.1,2,1,﻿34.6,38,0,57847,﻿a,﻿4.3,0,0,43,﻿2.9,3,0,﻿1.1,﻿1.0,0,﻿,0,0,0,2,0,0,23931,212,2,﻿3.8,﻿88.0,6,100,1042,﻿Tomkins,0
78512,4,19188,26,﻿19188.jpg,0,﻿342.2,﻿0.0,6,﻿2017-12-31T12:31:16Z,1,0,﻿Dann,﻿6.8,False,31,118,False,﻿Scott,3730,0,-3,0,﻿62.3,3,0,﻿67.0,32,0,39297,﻿i,﻿1.8,0,0,47,﻿1.9,1,0,﻿0.4,﻿0.4,0,﻿Knee injury - Unknown return date,0,0,0,0,0,0,47,211,2,﻿0.0,﻿268.0,6,0,1434,﻿Dann,0
30080,3,55494,20,﻿55494.jpg,0,﻿259.8,﻿0.0,2,﻿2017-12-07T16:01:15Z,0,0,﻿Ward,﻿5.7,False,31,119,False,﻿Joel,414,0,-3,0,﻿135.7,3,0,﻿43.4,27,0,9665,﻿i,﻿0.0,1,0,47,﻿1.9,2,1,﻿0.2,﻿0.0,0,﻿Calf injury - Expected back 13 Jan,0,0,0,0,0,0,31,207,2,﻿0.0,﻿38.0,6,0,1214,﻿Ward,0
